headline,field,region,year,sentiment
New report on mariculture urges cautious approach,Marine Aquaculture,Australia,2012,-1
NETWORKING PRAWN LUNCH,Marine Aquaculture,Australia,2012,0
Bill could add £20m to costs,Marine Aquaculture,Scotland,2012,0
Local lobbyists swimming against political tide,Marine Aquaculture,Ireland,2012,-1
"Fusion Marine Awarded £500,000 for Tilapia Farming",Marine Aquaculture,Zambia,2012,1
Prawns hook big catch,Marine Aquaculture,Australia,2012,1
Researchers learn from our local industries,Marine Aquaculture,Australia,2012,0
China : Demonstration Project on Promotion of the Ecological Aquaculture Mode to Reduce Land-based Pollution (CPR/SGP/OP5/CORE/IW/11/01) Project,Marine Aquaculture,Taiwan,2012,1
COMMON FISHERIES POLICY : COMMISSION SPELLS OUT SOCIAL DIMENSION OF CFP REFORM,Marine Aquaculture,United Kingdom,2012,0
Walvis Bay Is Mariculture Oyster,Marine Aquaculture,Namibia,2012,0
Scientists to showcase new subsea sensor system,Marine Aquaculture,Scotland,2012,0
Tilapia King of Hardap Eco Fishing Farm,Marine Aquaculture,Namibia,2012,1
Quick bites,Marine Aquaculture,Australia,2012,0
people true north North Queensland characters: Nell Braley Spicing up island markets,Marine Aquaculture,Australia,2012,0
"Denmark: Innovative Multi-purpose off-shore platforms: planning, Design and operation (MERMAID)",Marine Aquaculture,Denmark,2012,1
Rising development increases environmental woes,Marine Aquaculture,Middle East,2012,-1
"Prawns galore, with one catch",Marine Aquaculture,Australia,2011,0
'Green tape' delays prawn industry growth,Marine Aquaculture,Australia,2011,-1
Norway: Innovative Rearing and Stunning of Farmed Turbot and Sole to Meet Future Challenges Regarding Quality of Production and Animal Welfare (MAXIMUS),Marine Aquaculture,United Kingdom,2011,0
POUNDS 10K FINE TO PROTECT FISH,Marine Aquaculture,United Kingdom,2011,-1
Fine for flouting fish rules may rise,Marine Aquaculture,Scotland,2011,-1
"Anglers and fish farmers may face £10,000 fines under new legislation",Marine Aquaculture,United Kingdom,2011,-1
"Fisheries, a dynamic export",Marine Aquaculture,Sri Lanka,2011,0
SEAFOOD farmers and scientists are battling,Marine Aquaculture,Australia,2011,-1
SA's bold energy future,Marine Aquaculture,South Africa,2011,0
Coral farmer to teach Unity College students how to grow delicate saltwater organism,Marine Aquaculture,United States,2011,1
"Plan hatched, but fish and shrimps didn't",Marine Aquaculture,Pakistan,2011,-1
"Fish farmers unite to be heard; Group of 38 banking on numbers to bring down costs, raise industry issues to govt",Marine Aquaculture,Singapore,2011,1
Fish farm co-op under probe; Registry of Cooperative Societies acting on feedback about the way co-op operates,Marine Aquaculture,Singapore,2011,-1
A pearler of a plan released,Marine Aquaculture,Australia,2011,1
Award-winning fish farm in pollution row,Marine Aquaculture,Scotland,2011,-1
Malaysia has potential to be global leader in arowana production,Marine Aquaculture,Malaysia,2011,1
Fish farm co-op fails to reel in big numbers; Original target did not factor in infrastructure and manpower issues,Marine Aquaculture,Singapore,2011,-1
Brazil: Southern oceans education and development,Marine Aquaculture,Mozambique,2011,0
Deakin's $5m boost,Marine Aquaculture,Australia,2011,1
Vision for 2000 full-time uni students on campus,Marine Aquaculture,Australia,2011,0
Deakin University will invest $5 million,Marine Aquaculture,Australia,2011,1
Week Ahead,Marine Aquaculture,United States,2011,0
Government Promotes Aquaculture,Marine Aquaculture,Mozambique,2011,1
Thank your public-sector unions,Marine Aquaculture,Canada,2011,0
Industry worth $300m,Marine Aquaculture,Australia,2011,0
Biofouling reduction in marine aquaculture,Marine Aquaculture,United Kingdom,2011,1
The Blue Revolution - a two part popular science tv-documentary on marine aquaculture,Marine Aquaculture,Norway,2011,1
"Due South; When you are short of time but want a beach vacation, look no farther than the Southern Islands of Singapore, a quick boat ride away",Marine Aquaculture,Singapore,2011,0
"Funding boost for fish fry, rice research; Projects to develop bigger fish, superior rice are among three to get total of up to $30m",Marine Aquaculture,Singapore,2011,1
New England in Brief,Marine Aquaculture,United States,2011,0
Network for the development of phage therapy in aquaculture,Marine Aquaculture,Greece,2011,1
"Virus that struck Chilean fish farming tied to salmon eggs from Norway; More than $2 billion lost and 26,000 workers laid off after 2007 outbreak",Marine Aquaculture,Chile,2011,-1
"Thai traders, SMEDA discuss joint ventures in SMEs",Marine Aquaculture,Pakistan,2011,0
"Pakistan: Thai traders, SMEDA discuss joint ventures in SMEs",Marine Aquaculture,Pakistan,2011,0
"A 'Blue Revolution' to fight hunger in Haiti and world; Amid cropland and freshwater shortages, deep-water 'free-range' fish farming gives people protein - and jobs. Modern marine aquaculture could put Haiti on the cutting edge of the fastest-growing global food industry.",Marine Aquaculture,Haiti,2011,1
Firms fined after catalogue of errors led to deaths,Marine Aquaculture,Scotland,2011,-1
Anglers reel in free bumper catch; Sea bass that escaped from govt fish farm likely ended up on dinner tables,Marine Aquaculture,Singapore,2011,1
Indonesian students' aquatic adventure,Marine Aquaculture,Australia,2011,0
Indonesian students pay a visit,Marine Aquaculture,Australia,2011,0
Commerce eyes push to beef up aquaculture,Marine Aquaculture,United States,2011,1
Leaders in fish farming crowned,Marine Aquaculture,Scotland,2011,1
Brazil: Southern oceans education and development Project,Marine Aquaculture,Brazil,2011,0
Coega earmarked for finfish venture,Marine Aquaculture,South Africa,2011,1
Brazil: Southern oceans education and development,Marine Aquaculture,Mozambique,2011,0
'Marine aquaculture vital for Oman',Marine Aquaculture,Oman,2011,1
Finalists for Crown honours revealed,Marine Aquaculture,Scotland,2011,0
Aquarium fish becoming a problem in Atlantic waters,Marine Aquaculture,United States,2011,-1
Prawns glorious prawns,Marine Aquaculture,Australia,2011,1
TUCKING INTO PRAWN FEST,Marine Aquaculture,Australia,2011,0
Breakthrough in tuna farming,Marine Aquaculture,Australia,2011,1
First fish in sea for tuna breeder,Marine Aquaculture,Australia,2011,1
U.S. Proposes Aquaculture Guidelines,Marine Aquaculture,United States,2011,1
Finding the pot of gold in a fish pond,Marine Aquaculture,South Africa,2011,1
Book early for annual prawn lunch,Marine Aquaculture,Australia,2011,0
Fish farms aim to net huge harvest; Co-op will help them get consistent supplies of fish fry and feed,Marine Aquaculture,Singapore,2011,1
A promising partnership of plants and pompano,Marine Aquaculture,United States,2011,0
"Emergency watch system - now at sea; Initiative launched by 18 fish farmers aims to provide quick, efficient help",Marine Aquaculture,Singapore,2011,1
Africa fish-farm success,Marine Aquaculture,Africa,2011,1
Business,Marine Aquaculture,Australia,2010,0
£15m Aberdeen marine research centre hailed as world class,Marine Aquaculture,Scotland,2010,1
"Seize the day, harness the sea",Marine Aquaculture,Norway,2010,1
Confusion on national body's role,Marine Aquaculture,New Zealand,2010,0
All food production affects the environment; Closed-containment salmon farms not the panacea they are said to be,Marine Aquaculture,Canada,2010,-1
AIMS tour guides share reef knowledge,Marine Aquaculture,Australia,2010,0
Fish farmers reeling in researchers; High-tech methods sought to protect the environment and boost harvests,Marine Aquaculture,Australia,2010,1
High hopes of fish farmers risk being dead in the water,Marine Aquaculture,Ireland,2010,-1
Sassi aquaculture guide a big mistake,Marine Aquaculture,South Africa,2010,-1
Worthy Sassi list leads consumers into sea of confusion,Marine Aquaculture,South Africa,2010,-1
Master prawn on menu,Marine Aquaculture,Australia,2010,0
"Fisheries Must Deal With Threats, Opportunities",Marine Aquaculture,Africa,2010,-1
Man proposes 50-acre Trenton oyster farm,Marine Aquaculture,United States,2010,0
"Thai traders, SMEDA discuss joint ventures in SMEs",Marine Aquaculture,Pakistan,2010,0
"50,000 fingerlings released into Qatari waters",Marine Aquaculture,Qatar,2010,0
Australian scientists develop the perfect prawn,Marine Aquaculture,Australia,2010,1
Small-scale fisherman seeking bigger benefits from minister,Marine Aquaculture,South Africa,2010,0
Could this be the ultimate prawn star?,Marine Aquaculture,Australia,2010,1
Alliance Tuna to start due diligence on Hiep Thanh,Marine Aquaculture,Viet Nam,2010,0
Australian super prawns are born,Marine Aquaculture,Australia,2010,1
Prawn breeding breakthrough,Marine Aquaculture,Australia,2010,1
"A cool time on sweltering St John's; Delegates from around the world are here for the four-day World Cities Summit, which began yesterday. Guests were taken on 'learning journeys' to see how Singapore tackles urban development issues. Rachel Au-Yong and Bryan Toh discover their reactions.",Marine Aquaculture,Singapore,2010,0
AQUACULTURE Success for CSIRO breeding program The perfect prawn,Marine Aquaculture,Australia,2010,1
Net Value: The state of Malaysian biotechnology,Marine Aquaculture,Malaysia,2010,0
College open,Marine Aquaculture,United Kingdom,2010,0
Youth in Print School catches six new fish,Marine Aquaculture,Australia,2010,0
Among nation's best,Marine Aquaculture,Australia,2010,0
Cambodian DPM calls on PM Lee and other leaders,Marine Aquaculture,Singapore,2010,0
Trade deficit with S'pore has to be addressed: Cambodia,Marine Aquaculture,Singapore,2010,0
Budget Speech,Marine Aquaculture,India,2010,0
"Buoyant Q4, full year for Oceanus; Key factors: fair value gains, higher sales, absence of goodwill write-off",Marine Aquaculture,Singapore,2010,1
Meet the super sea bass; Farmed-in-Singapore barramundi makes a splash as an alternative to regular sea bass,Marine Aquaculture,Australia,2010,1
"Buying among directors up, selling remains low",Marine Aquaculture,Singapore,2010,0
Fisheries in a flap,Marine Aquaculture,South Africa,2010,0
Marine farms a risk for boaties,Marine Aquaculture,New Zealand,2010,-1
"200,000 fish in farms off Pasir Ris dead; Plankton bloom causes losses reaching hundreds of thousands of dollars",Marine Aquaculture,Singapore,2010,-1
"Cost-effective, eco-friendly feed for marine farming",Marine Aquaculture,Malaysia,2009,1
A quiet session ahead of year-end holidays,Marine Aquaculture,Singapore,2009,0
"Moving of government furniture all but complete; New departments, others split",Marine Aquaculture,South Africa,2009,0
More S'pore farmed fish on menu; Republic's largest commercial fish farm a sign of things to come,Marine Aquaculture,Singapore,2009,1
Bangladesh:Oceans would be able to feed growing world population in future,Marine Aquaculture,Pakistan,2009,1
UNCW to pay more for facility,Marine Aquaculture,United States,2009,0
Barr wins bid to build GBP11m fish study centre in Aberdeen,Marine Aquaculture,Scotland,2009,0
Injured turtle released back into the wild,Marine Aquaculture,Cyprus,2009,1
Heat is on for school project,Marine Aquaculture,Australia,2009,0
Wanted: tough outdoor types up to challenge of extreme fish farming Staff will live offshore on 'iceberg' barges,Marine Aquaculture,Scotland,2009,0
Borneo Aqua Harvest will continue to uptrend,Marine Aquaculture,Malaysia,2009,1
Rules Guiding Fish Farming In the Gulf Are Readied,Marine Aquaculture,United States,2009,0
Family split threatens success of abalone farm,Marine Aquaculture,South Africa,2009,0
School challenge - ABC to PHD: Advertising feature,Marine Aquaculture,Australia,2009,0
Youth In Print Experiments with science,Marine Aquaculture,Australia,2009,0
Prawn secrets to be probed,Marine Aquaculture,Australia,2009,-1
Co-op gives local fish stocks a boost; Five fish farms here link up and 10 others keen to join cooperative,Marine Aquaculture,Singapore,2009,1
Cambodia to get over 33m developmental aid from Japan,Marine Aquaculture,Cambodia,2009,1
"Director, institutional shareholder activity flat",Marine Aquaculture,Singapore,2009,0
Evidence of fish farm risks to salmon mounts,Marine Aquaculture,Canada,2009,-1
Mississippi lawmakers approve funding,Marine Aquaculture,United States,2009,1
Award for Loch Roag system,Marine Aquaculture,Scotland,2009,0
"Flat trading by directors; Buyback, shareholder activity also flat, but the week sees several significant filings by institutional shareholders, reports ROBERT HALILI",Marine Aquaculture,Singapore,2009,0
Shetland success at annual aquaculture industry accolades,Marine Aquaculture,Scotland,2009,1
Developer adamant to progress Trinity Wharf plan,Marine Aquaculture,Ireland,2009,0
Farmers hail the raw prawn,Marine Aquaculture,Australia,2009,1
Plague of 'jackets,Marine Aquaculture,Australia,2009,-1
Big V for Vino at Sydney show,Marine Aquaculture,Australia,2009,0
open season,Marine Aquaculture,Australia,2009,0
Major marine scientific expedition off Sabah,Marine Aquaculture,Australia,2009,0
Sea's fruits are from the farm,Marine Aquaculture,Australia,2009,1
M&F shows signs of catching governance bug,Marine Aquaculture,South Africa,2009,-1
"Lawmakers hear about aquaculture; UNCW officials, fish farmers talk to new committee in Raleigh",Marine Aquaculture,United States,2009,0
Prawn farmer in line for show's major award,Marine Aquaculture,Australia,2009,1
Easter prawns priced too high - Seafood chief says shops not passing on savings,Marine Aquaculture,Australia,2009,-1
Abandoned turtle rescued,Marine Aquaculture,Cyprus,2009,1
Fund manager may inject US $15m into Oceanus,Marine Aquaculture,Singapore,2009,1
Va. agricultural exports soar 27 percent in 2008; The value of the state's crops rises to $2.22 billion as variety pays dividends,Marine Aquaculture,United States,2009,0
Treating wild and farmed salmon equally,Marine Aquaculture,Canada,2009,1
Huon tempts your appetite,Marine Aquaculture,Australia,2009,1
Joint resource dev't pushed,Marine Aquaculture,Philippines,2009,1
Minister unscrupulous and callous - perlemoen fishers,Marine Aquaculture,South Africa,2009,-1
'government fails to deliver',Marine Aquaculture,South Africa,2009,-1
Yellowtail ranching project to help fishermen could miss boat,Marine Aquaculture,South Africa,2009,-1
"£300,000 expansion plans",Marine Aquaculture,United Kingdom,2009,1
Fishermen hope for Gregg s help at Commerce post,Marine Aquaculture,United States,2009,0
Seller thought zoo could handle cow nose rays; 'We assumed there was a level of expertise',Marine Aquaculture,Canada,2009,0
Gulf No Place For Fish Farms,Marine Aquaculture,United States,2009,-1
FISHING for FUNDS; FISH HATCHERY PLAN: Bid for stimulus cash could help Mote Marine grow,Marine Aquaculture,United States,2009,1
EW plan gives aqua-farmers their chances,Marine Aquaculture,New Zealand,2008,1
Johor to produce organic food,Marine Aquaculture,Malaysia,2008,0
Abalone dilemma,Marine Aquaculture,South Africa,2008,-1
"Big Splash; Some city-bred Singapore entrepreneurs have fallen hook , line and sinker for the simple life in kelongs",Marine Aquaculture,Singapore,2008,0
B.C.'s salmon farmers given a free ride by our provincial 'regulators',Marine Aquaculture,Canada,2008,-1
R.I. Tree Council to host Beijing university professor,Marine Aquaculture,United States,2008,0
GOLD COAST HONOURS 2008 All our finalists,Marine Aquaculture,Australia,2008,0
GOLD COAST HONOURS NOMINEES,Marine Aquaculture,Australia,2008,0
Prawns sweeter than sugarcane,Marine Aquaculture,Australia,2008,1
Special panel studying nursing shortage in R.I.,Marine Aquaculture,United States,2008,0
"Aquaculture facilities get funds to expand; Beals, Franklin sites of research centers",Marine Aquaculture,United States,2008,1
Anglers condemn debris left behind by fish farms giant Marine Harvest,Marine Aquaculture,Scotland,2008,-1
Tiger prawns earn stripes,Marine Aquaculture,Australia,2008,1
From the kelong to your table - the cobia; Premium fish used in yusheng now farmed here as part of AVA's project to cut reliance on imports,Marine Aquaculture,Singapore,2008,1
Affordable skin-on fillets that'll stand up to grilling,Marine Aquaculture,United States,2008,1
Fish farms offer hope of cheap easy catch,Marine Aquaculture,Australia,2008,1
Revolutionary Bio-Energy From Algae,Marine Aquaculture,Korea,2008,1
Pressure groups say poor are getting a raw deal from government's abalone strategy,Marine Aquaculture,South Africa,2008,-1
Climate change to impact on fisheries,Marine Aquaculture,Scotland,2008,-1
Oceanus expansion plans may lead to dividend payouts,Marine Aquaculture,Singapore,2008,1
Fish escape prompts new calls for change; Critics contend only closed-containment will repair problem,Marine Aquaculture,Canada,2008,-1
Joy: Ben aims to do swimmingly in dream job,Marine Aquaculture,United Kingdom,2008,0
Marine college student lands dream job with resort aquarium; A cornwall College student has landed his dream job - before completing his own degree.,Marine Aquaculture,United Kingdom,2008,0
Environmental program open to public,Marine Aquaculture,United States,2008,0
'Great expectations'; Aquaculture facility in Franklin celebrates mission to raise quality salmon,Marine Aquaculture,United States,2008,1
Vying for awards in aquaculture sector,Marine Aquaculture,Scotland,2008,0
Oceanus makes Catalist debut today,Marine Aquaculture,Singapore,2008,0
SEAFOOD DEAL $100m U.S. export bonanza Eyre abalone coup,Marine Aquaculture,Australia,2008,1
Post-war pact to the rescue of coastguard,Marine Aquaculture,Ireland,2008,0
Luncheon appealing,Marine Aquaculture,Australia,2008,0
Awards scheme will now cover entire aquaculture sector,Marine Aquaculture,Scotland,2008,1
Lunch draws crowd,Marine Aquaculture,Australia,2008,0
Career Beacon.com job listings,Marine Aquaculture,Canada,2008,0
Marine farm plans sunk,Marine Aquaculture,New Zealand,2008,-1
"Group critical of salmon farming impact on Bay; Conservation group say more stringent regulations, policies needed to protect Bay of Fundy",Marine Aquaculture,Canada,2008,-1
Tagging the big fish,Marine Aquaculture,Australia,2008,0
"Q&A with Dr. Martha Dunagin Saunders, U of Southern Mississippi president",Marine Aquaculture,United States,2008,0
Prawn lunch,Marine Aquaculture,Australia,2008,0
Under microscope,Marine Aquaculture,Australia,2008,0
Black fishing investors face stormy waters,Marine Aquaculture,South Africa,2008,-1
Adventurer found success on land and sea,Marine Aquaculture,United States,2008,1
Fishing,Marine Aquaculture,South Africa,2008,0
"Danger signal - alien invader threatens salmon, trout stocks",Marine Aquaculture,United Kingdom,2007,-1
UNLIKELY ALLIES TEAM UP AGAINST FISH FARMING AT HEARING,Marine Aquaculture,United States,2007,-1
UNLIKELY ALLIES OPPOSE GULF FISH FARMING,Marine Aquaculture,United States,2007,-1
"Bright sparks lock onto 'Genera onto 'Generation Y'; Two new universities are set to feel the benefit of a scheme to harness the talents of bright young things in business, says Stephen Naysmith",Marine Aquaculture,Scotland,2007,0
Open ocean farms could feed the world; Food: Official at aquaculture conference warns we need a replacement for dwindling fish stocks,Marine Aquaculture,Canada,2007,1
Support for marine management plan,Marine Aquaculture,New Zealand,2007,1
Philippines poised to revisit expired fishing pacts with Indonesia,Marine Aquaculture,Philippines,2007,0
Sea projects to soften ban on abalone,Marine Aquaculture,South Africa,2007,1
Government to inject R100m into marine fish farms,Marine Aquaculture,South Africa,2007,1
Ban postponed - but abalone court bid set to go ahead,Marine Aquaculture,South Africa,2007,-1
'real issue is perlemoen poachers',Marine Aquaculture,South Africa,2007,-1
A chance to mussel in on aquaculture; Shellfish farming company's empowerment project offers nine fishermen a fresh start,Marine Aquaculture,South Africa,2007,1
Fishing pacts with Pacific nations sought,Marine Aquaculture,Philippines,2007,0
Fingerlings to finger-licking good,Marine Aquaculture,Singapore,2007,1
"S'pore's very own super sea bass; Hatched in AVA's research tanks, the fast-growing, hardy fry were fattened on an offshore farm in Riau",Marine Aquaculture,Singapore,2007,1
"Tax breaks for aqua farmers, investors",Marine Aquaculture,South Africa,2007,1
Plan to encourage investment in aquaculture,Marine Aquaculture,South Africa,2007,1
"FAO SUPPORTS REHABILITATION OF AGRICULTURAL, LIVESTOCK, FISHERIES AND LIVELIHOODS OF \ CYCLONE AFFECTED COMMUNITIES OF BALOCHISTAN",Marine Aquaculture,Pakistan,2007,1
B.c. Salmon industry in rough water; Agriculture; Skilled workers cut bait rather than face the 'politics',Marine Aquaculture,Australia,2007,-1
Show gets bigger,Marine Aquaculture,Australia,2007,0
Hotel's student contract,Marine Aquaculture,United Kingdom,2007,0
Highlights of Northern Corridor Economic Region (NCER),Marine Aquaculture,Malaysia,2007,0
Popular course,Marine Aquaculture,United Kingdom,2007,0
Imported raw prawns in risk to marine life,Marine Aquaculture,Australia,2007,-1
Salt study boon for abalone,Marine Aquaculture,Australia,2007,1
UPSHOT; Chinese economic invasion,Marine Aquaculture,China,2007,0
Tiny freshwater creatures can grow into tasty delights far from any ocean; Raising shrimp is big business in Ohio ponds,Marine Aquaculture,United States,2007,1
MOTE'S RACE AGAINST THE CLOCK; Rush is on to complete rebuilding of fire-damaged sturgeon facility,Marine Aquaculture,United States,2007,0
Anti fish farm ads take aim at grocery chain,Marine Aquaculture,Canada,2007,-1
A barefoot boy's; golden harvest,Marine Aquaculture,Australia,2007,1
Seaweed farming points the way for food production,Marine Aquaculture,South Africa,2007,1
Kleinschmidt honored for AquaPod project,Marine Aquaculture,United States,2007,1
Courses on offer,Marine Aquaculture,United Kingdom,2007,1
"Climate change threatens tiny krill, leaving Antarctic ecosystem at risk",Marine Aquaculture,United States,2007,-1
US fishes for subsidy support,Marine Aquaculture,South Africa,2007,0
Fish farm group will trawl for youngsters,Marine Aquaculture,Australia,2007,0
Fishy find: Children discover unusual visitor,Marine Aquaculture,United Kingdom,2007,0
Warm-water puffer fish found on beach,Marine Aquaculture,United Kingdom,2007,0
Industry prepares for future,Marine Aquaculture,Australia,2007,1
Aquaculture growing dramatically here and worldwide,Marine Aquaculture,United States,2007,1
Stop foreign poaching,Marine Aquaculture,South Africa,2007,0
Something fishy,Marine Aquaculture,South Africa,2007,-1
Small-scale effort to beat fishery blues,Marine Aquaculture,South Africa,2007,0
Center to target salmon research; Genetics focus of new facility in Franklin,Marine Aquaculture,United States,2007,0
Feast of prawns worthy of seconds,Marine Aquaculture,Australia,2007,1
Locals protest plans for fish farm,Marine Aquaculture,Nova Scotia,2007,-1
(Briefs),Marine Aquaculture,United States,2007,0
"Prawns, prawns, glorious prawns",Marine Aquaculture,Australia,2007,1
Extra long lunch to cater for demand; Prawns net a crowd,Marine Aquaculture,Australia,2007,1
Prawns on the move,Marine Aquaculture,Australia,2007,0
Prawn prices face rise on import blitz,Marine Aquaculture,Australia,2007,0
World Wetlands Day; Guided tour of Okato reserve,Marine Aquaculture,New Zealand,2007,0
Ahern announces EUR 600m fisheries plan,Marine Aquaculture,Ireland,2007,0
Letters,Marine Aquaculture,United States,2007,0
Fish farm death dive 'broke all rules',Marine Aquaculture,United Kingdom,2007,-1
Action needed on aquaculture,Marine Aquaculture,Australia,2007,-1
Say on aquaculture welcome,Marine Aquaculture,Australia,2007,0
Farmed fish swim to the fore; How we handle aquaculture may determine the future of the planet,Marine Aquaculture,United States,2007,1
Far more choice than the three Rs; BACK TO SCHOOL - A Newcastle Herald Advertising Feature,Marine Aquaculture,Australia,2007,0
IN BRIEF...,Marine Aquaculture,Australia,2007,0
Fish farms in the ocean? Group pushes Congress to pass tough rules.,Marine Aquaculture,United States,2007,-1
"Aquaculture report urges growth, better regulation",Marine Aquaculture,United States,2007,1
LEGAL NOTICES - 17 OF 17,Marine Aquaculture,United States,2006,0
St John's Island,Marine Aquaculture,Singapore,2006,0
LETTERS TO THE EDITOR,Marine Aquaculture,Australia,2006,0
Guyana to set up fisheries committee,Marine Aquaculture,Guyana,2006,0
Teens stuck at sea as trip goes wrong,Marine Aquaculture,Australia,2006,0
Wildlife learning centre,Marine Aquaculture,United Kingdom,2006,0
5 things you didn't know about...,Marine Aquaculture,Singapore,2006,0
Maritime opportunity,Marine Aquaculture,Australia,2006,1
Campus' size has doubled,Marine Aquaculture,United Kingdom,2006,0
P5-M fisheries lab to be set up in GenSan,Marine Aquaculture,Philippines,2006,0
Shop wisely or 'go fish',Marine Aquaculture,Australia,2006,0
College staff and students inspect new building,Marine Aquaculture,United Kingdom,2006,0
Students get hands-on reservoir experience,Marine Aquaculture,United Kingdom,2006,0
College presents its zoological research,Marine Aquaculture,United Kingdom,2006,0
Fish farm educational hook for keen students,Marine Aquaculture,Australia,2006,1
Students are hooked on harvesting fish,Marine Aquaculture,Australia,2006,1
College welcomes new headteacher to campus,Marine Aquaculture,United Kingdom,2006,0
SA 'aims to be one of top 10 destinations',Marine Aquaculture,South Africa,2006,0
friday fishing,Marine Aquaculture,Australia,2006,0
Pioneering project to help the king of fish,Marine Aquaculture,United Kingdom,2006,1
State losing ground in bioscience jobs,Marine Aquaculture,United States,2006,-1
Farm lands prawn solution,Marine Aquaculture,Australia,2006,1
Namibian president urges Swedish businessmen to invest in country,Marine Aquaculture,Namibia,2006,0
in the zone,Marine Aquaculture,South Africa,2006,0
Lean pickings under new marine farm laws,Marine Aquaculture,New Zealand,2006,-1
Course recruits sample life beneath the waves,Marine Aquaculture,United Kingdom,2006,0
The fishing's fine at Northam,Marine Aquaculture,Australia,2006,0
Funds for marine science students,Marine Aquaculture,Australia,2006,0
Govt pulls plug on Port fish farm,Marine Aquaculture,Australia,2006,-1
Cawthron role `exciting challenge',Marine Aquaculture,New Zealand,2006,0
"Sea food, just; had to eat it",Marine Aquaculture,Australia,2006,0
Malaysian firm helps turn Namibia around,Marine Aquaculture,Malaysia,2006,1
Blueprint to beat skills shortage,Marine Aquaculture,Australia,2006,0
Zoo gains training praise,Marine Aquaculture,United Kingdom,2006,0
Students uncover undersea world of opportunities,Marine Aquaculture,Canada,2006,1
Western Isles salmon firm to trial greener production,Marine Aquaculture,Scotland,2006,1
College bids to expand with new £1.9m centre,Marine Aquaculture,United Kingdom,2006,0
Seafood trail map,Marine Aquaculture,New Zealand,2006,0
Plan for organic farm joint venture in Pangkor,Marine Aquaculture,Malaysia,2006,0
LEGAL NOTICES - 3 OF 3,Marine Aquaculture,United States,2005,0
"Scientists win $10,000 grant",Marine Aquaculture,Australia,2005,0
Expert touts plan to boost R&D spending,Marine Aquaculture,United States,2005,0
Claims of benefits to raising fish in sea are full of snags,Marine Aquaculture,United States,2005,-1
Company Briefs,Marine Aquaculture,Singapore,2005,0
Corea Heath changes hands in land transfer,Marine Aquaculture,United States,2005,0
Red tape sinks tuna farm plan,Marine Aquaculture,Australia,2005,-1
Tuna off the menu in Esperance,Marine Aquaculture,Australia,2005,-1
Rising student levels spark expansion plan,Marine Aquaculture,United Kingdom,2005,0
"HOLD THAT PROJECT;As fuel and material costs spiral upward, a winter hiatus can yield big savings for builders and clients",Marine Aquaculture,United States,2005,-1
Oceanus in research tie-up with NUS body;MOU to further aquaculture research in Singapore,Marine Aquaculture,Singapore,2005,1
Chinese fish-breeder casts IPO net towards Singapore;Oceanus lodges prospectus with the central bank for a mainboard listing,Marine Aquaculture,Singapore,2005,0
Mussel farm at Eastern Bay discussed; Decision on proposal by Tenants Harbor firm delayed so flats can be studied,Marine Aquaculture,United States,2005,0
Oak Hill pines to annex southern parcel,Marine Aquaculture,United States,2005,0
A healthy dose of IT,Marine Aquaculture,Australia,2005,0
GOING FOR LISTING: Borneo Aqua expanding,Marine Aquaculture,Malaysia,2005,0
"All Silver and Smiles: Aquaculture brings hope, economic stability to remote Klemtu and its First Nations residents",Marine Aquaculture,Canada,2005,1
"Fish farms stay under microscope: Industry has its share of supporters and detractors. In B.C., 4,000 workers earn a living in aquaculture.",Marine Aquaculture,Canada,2005,-1
THINK TANK,Marine Aquaculture,Australia,2005,0
Ocean aquaculture,Marine Aquaculture,United States,2005,0
"Radical Bush plan boosts B.C. farmed fish industry: Cod, halibut, red snapper to be raised",Marine Aquaculture,Canada,2005,1
Confidence in aquaculture,Marine Aquaculture,Australia,2005,1
Breeder plans 10 fish farms off Ubin;Swee Chioh Aquaculture's move to yield 500 tonnes of fish annually for local market,Marine Aquaculture,Singapore,2005,1
Judging who's the big cheese,Marine Aquaculture,Australia,2005,0
New shellfish land will need additional rules,Marine Aquaculture,Canada,2005,-1
Fisheries college jobs to go after backing reduced,Marine Aquaculture,Scotland,2005,0
Sustainable seafood; Marine life ECO,Marine Aquaculture,Australia,2004,0
Research project aims to dispel fears over Scottish farmed salmon,Marine Aquaculture,Scotland,2004,1
"Business: Call to tap into lucrative fish-farm industry;Use aquaculture know-how to expand into the region to meet rising global demand for fish, says minister",Marine Aquaculture,Singapore,2004,1
"Holy flounder; Tank-raised halibut, ugly yet valuable, could pad Mainer's pocketbooks",Marine Aquaculture,United States,2004,1
"$30m fund to take inventions to market;Entrepreneurial arm of NUS aims to help 100 promising start-ups in the next three to five years, including foreign ones hatched here",Marine Aquaculture,Singapore,2004,1
Small fish big bucks;Fish farming goes from sunset industry to knowledge-driven sector,Marine Aquaculture,Singapore,2004,1
Get bitten by research bug,Marine Aquaculture,Malaysia,2004,0
Tech@Work: All the right connections,Marine Aquaculture,Singapore,2004,0
Making its mark at home and abroad,Marine Aquaculture,Malaysia,2004,0
Helping to re-stock the camel,Marine Aquaculture,United Kingdom,2004,0
"AVA-bred fish to go on sale in stores here;The first batch of pompano is from deep net-cage farms, which yield more than other coastal fish farms",Marine Aquaculture,Singapore,2004,1
Curtin broadens its appeal,Marine Aquaculture,Australia,2004,0
Oyster paradise,Marine Aquaculture,Australia,2004,1
